"date","inc","location","cum"
2020-10-01,754,"25",132869
2020-10-02,761,"25",133630
2020-10-03,672,"25",134302
2020-10-04,644,"25",134946
2020-10-05,515,"25",135461
2020-10-06,495,"25",135956
2020-10-07,535,"25",136491
2020-10-08,444,"25",136935
2020-10-09,765,"25",137700
2020-10-10,639,"25",138339
2020-10-11,563,"25",138902
2020-10-12,760,"25",139662
2020-10-13,749,"25",140411
2020-10-14,580,"25",140991
2020-10-15,587,"25",141578
2020-10-16,767,"25",142345
2020-10-17,584,"25",142929
2020-10-18,730,"25",143659
2020-10-19,828,"25",144487
2020-10-20,976,"25",145463
2020-10-21,702,"25",146165
2020-10-22,1049,"25",147214
2020-10-23,1070,"25",148284
2020-10-24,1203,"25",149487
2020-10-25,1077,"25",150564
2020-10-26,1212,"25",151776
2020-10-27,1260,"25",153036
2020-10-28,1181,"25",154217
2020-10-29,1346,"25",155563
2020-10-30,1582,"25",157145
2020-10-31,1430,"25",158575
2020-11-01,1131,"25",159706
2020-11-02,842,"25",160548
2020-11-03,1036,"25",161584
2020-11-04,1714,"25",163298
2020-11-05,1862,"25",165160
2020-11-06,2113,"25",167273
2020-11-07,2302,"25",169575
2020-11-08,1823,"25",171398
2020-11-09,1328,"25",172726
2020-11-10,2154,"25",174880
2020-11-11,2660,"25",177540
2020-11-12,2648,"25",180188
2020-11-13,2906,"25",183094
2020-11-14,3047,"25",186141
2020-11-15,2133,"25",188274
2020-11-16,2164,"25",190438
2020-11-17,2525,"25",192963
2020-11-18,2904,"25",195867
2020-11-19,2682,"25",198549
2020-11-20,2399,"25",200948
2020-11-21,3206,"25",204154
2020-11-22,2695,"25",206849
2020-11-23,1773,"25",208622
2020-11-24,2576,"25",211198
2020-11-25,3395,"25",214593
2020-11-26,0,"25",214593
2020-11-27,4658,"25",219251
2020-11-28,3217,"25",222468
2020-11-29,2495,"25",224963
2020-11-30,1168,"25",226131
2020-12-01,3073,"25",229204
2020-12-02,5027,"25",234231
2020-12-03,6675,"25",240906
2020-12-04,5491,"25",246397
2020-12-05,5619,"25",252016
2020-12-06,4827,"25",256843
2020-12-07,2481,"25",259324
2020-12-08,4122,"25",263446
2020-12-09,5965,"25",269411
2020-12-10,5369,"25",274780
2020-12-11,5655,"25",280435
2020-12-12,5289,"25",285724
2020-12-13,4853,"25",290577
2020-12-14,3653,"25",294230
2020-12-15,3929,"25",298159
2020-12-16,5952,"25",304111
2020-12-17,5135,"25",309246
2020-12-18,5679,"25",314925
2020-12-19,4344,"25",319269
2020-12-20,4261,"25",323530
2020-12-21,3843,"25",327373
2020-12-22,3800,"25",331173
2020-12-23,4814,"25",335987
2020-12-24,5937,"25",341924
2020-12-25,0,"25",341924
2020-12-26,7677,"25",349601
2020-12-27,3134,"25",352735
2020-12-28,4198,"25",356933
2020-12-29,4145,"25",361078
2020-12-30,6839,"25",367917
2020-12-31,7260,"25",375177
2021-01-01,0,"25",375177
2021-01-02,9003,"25",384180
2021-01-03,3481,"25",387661
2021-01-04,4906,"25",392567
2021-01-05,4634,"25",397201
2021-01-06,6851,"25",404052
2021-01-07,7548,"25",411600
2021-01-08,8120,"25",419720
2021-01-09,7414,"25",427134
2021-01-10,5656,"25",432790
2021-01-11,4251,"25",437041
2021-01-12,5487,"25",442528
2021-01-13,5918,"25",448446
2021-01-14,5955,"25",454401
2021-01-15,5525,"25",459926
2021-01-16,5799,"25",465725
2021-01-17,4414,"25",470139
2021-01-18,3301,"25",473440
2021-01-19,3085,"25",476525
2021-01-20,4514,"25",481039
2021-01-21,5140,"25",486179
2021-01-22,5272,"25",491451
2021-01-23,4641,"25",496092
2021-01-24,3944,"25",500036
2021-01-25,3651,"25",503687
2021-01-26,2495,"25",506182
2021-01-27,3320,"25",509502
2021-01-28,4631,"25",514133
2021-01-29,3118,"25",517251
2021-01-30,4108,"25",521359
2021-01-31,2665,"25",524024
2021-02-01,2398,"25",526422
2021-02-02,2239,"25",528661
2021-02-03,2455,"25",531116
2021-02-04,2804,"25",533920
2021-02-05,3287,"25",537207
2021-02-06,3619,"25",540826
2021-02-07,3107,"25",543933
2021-02-08,1369,"25",545302
2021-02-09,1593,"25",546895
2021-02-10,2050,"25",548945
2021-02-11,2450,"25",551395
2021-02-12,2416,"25",553811
2021-02-13,2083,"25",555894
2021-02-14,1882,"25",557776
2021-02-15,1573,"25",559349
2021-02-16,1226,"25",560575
2021-02-17,1360,"25",561935
2021-02-18,2040,"25",563975
2021-02-19,1818,"25",565793
2021-02-20,1970,"25",567763
2021-02-21,1520,"25",569283
2021-02-22,1262,"25",570545
2021-02-23,1237,"25",571782
2021-02-24,2102,"25",573884
2021-02-25,2108,"25",575992
2021-02-26,1987,"25",577979
2021-02-27,1700,"25",579679
2021-02-28,1468,"25",581147
2021-03-01,1395,"25",582542
2021-03-02,301,"25",582843
2021-03-03,1899,"25",584742
2021-03-04,1567,"25",586309
2021-03-05,1899,"25",588208
2021-03-06,1722,"25",589930
2021-03-07,1425,"25",591355
2021-03-08,988,"25",592343
2021-03-09,1263,"25",593606
2021-03-10,1657,"25",595263
2021-03-11,1809,"25",597072
2021-03-12,1786,"25",598858
2021-03-13,1757,"25",600615
2021-03-14,1692,"25",602307
2021-03-15,1156,"25",603463
2021-03-16,1202,"25",604665
2021-03-17,1711,"25",606376
2021-03-18,1941,"25",608317
2021-03-19,2163,"25",610480
2021-03-20,2376,"25",612856
2021-03-21,1811,"25",614667
2021-03-22,1206,"25",615873
2021-03-23,1821,"25",617694
2021-03-24,2121,"25",619815
2021-03-25,2410,"25",622225
2021-03-26,2760,"25",624985
2021-03-27,2570,"25",627555
2021-03-28,1975,"25",629530
2021-03-29,1500,"25",631030
2021-03-30,2050,"25",633080
2021-03-31,2499,"25",635579
2021-04-01,2759,"25",638338
2021-04-02,2440,"25",640778
2021-04-03,2453,"25",643231
2021-04-04,0,"25",643231
2021-04-05,2988,"25",646219
2021-04-06,1803,"25",648022
2021-04-07,2550,"25",650572
2021-04-08,2393,"25",652965
2021-04-09,2312,"25",655277
2021-04-10,2300,"25",657577
2021-04-11,1991,"25",659568
2021-04-12,1532,"25",661100
2021-04-13,1598,"25",662698
2021-04-14,2244,"25",664942
2021-04-15,2123,"25",667065
2021-04-16,2216,"25",669281
2021-04-17,1968,"25",671249
2021-04-18,1407,"25",672656
2021-04-19,1317,"25",673973
2021-04-20,1188,"25",675161
2021-04-21,1596,"25",676757
2021-04-22,1628,"25",678385
2021-04-23,1621,"25",680006
2021-04-24,1563,"25",681569
2021-04-25,1214,"25",682783
2021-04-26,881,"25",683664
2021-04-27,965,"25",684629
2021-04-28,1613,"25",686242
2021-04-29,1395,"25",687637
2021-04-30,1335,"25",688972
2021-05-01,1306,"25",690278
2021-05-02,893,"25",691171
2021-05-03,563,"25",691734
2021-05-04,854,"25",692588
2021-05-05,1019,"25",693607
2021-05-06,1161,"25",694768
2021-05-07,976,"25",695744
2021-05-08,795,"25",696539
2021-05-09,858,"25",697397
2021-05-10,474,"25",697871
2021-05-11,555,"25",698426
2021-05-12,760,"25",699186
2021-05-13,721,"25",699907
2021-05-14,429,"25",700336
2021-05-15,1153,"25",701489
2021-05-16,549,"25",702038
2021-05-17,299,"25",702337
2021-05-18,438,"25",702775
2021-05-19,516,"25",703291
2021-05-20,605,"25",703896
2021-05-21,448,"25",704344
2021-05-22,451,"25",704795
2021-05-23,346,"25",705141
2021-05-24,228,"25",705369
2021-05-25,228,"25",705597
2021-05-26,429,"25",706026
2021-05-27,245,"25",706271
2021-05-28,287,"25",706558
2021-05-29,224,"25",706782
2021-05-30,162,"25",706944
2021-05-31,0,"25",706944
2021-06-01,186,"25",707130
2021-06-02,134,"25",707264
2021-06-03,258,"25",707522
2021-06-04,200,"25",707722
2021-06-05,217,"25",707939
2021-06-06,143,"25",708082
2021-06-07,112,"25",708194
2021-06-08,121,"25",708315
2021-06-09,143,"25",708458
2021-06-10,120,"25",708578
2021-06-11,131,"25",708709
2021-06-12,126,"25",708835
2021-06-13,39,"25",708874
2021-06-14,58,"25",708932
2021-06-15,79,"25",709011
2021-06-16,68,"25",709079
2021-06-17,107,"25",709186
2021-06-18,76,"25",709262
2021-06-19,91,"25",709353
2021-06-20,41,"25",709394
2021-06-21,48,"25",709442
2021-06-22,33,"25",709475
2021-06-23,68,"25",709543
2021-06-24,78,"25",709621
2021-06-25,60,"25",709681
2021-06-26,56,"25",709737
2021-06-27,31,"25",709768
2021-06-28,41,"25",709809
2021-06-29,63,"25",709872
2021-06-30,93,"25",709965
2021-07-01,83,"25",710048
2021-07-02,89,"25",710137
2021-07-03,0,"25",710137
2021-07-04,0,"25",710137
2021-07-05,0,"25",710137
2021-07-06,290,"25",710427
2021-07-07,91,"25",710518
2021-07-08,110,"25",710628
2021-07-09,201,"25",710829
2021-07-10,0,"25",710829
2021-07-11,0,"25",710829
2021-07-12,332,"25",711161
2021-07-13,284,"25",711445
2021-07-14,230,"25",711675
2021-07-15,267,"25",711942
2021-07-16,329,"25",712271
2021-07-17,0,"25",712271
2021-07-18,0,"25",712271
2021-07-19,765,"25",713036
2021-07-20,452,"25",713488
2021-07-21,525,"25",714013
2021-07-22,542,"25",714555
2021-07-23,624,"25",715179
2021-07-24,0,"25",715179
2021-07-25,0,"25",715179
2021-07-26,1272,"25",716451
2021-07-27,832,"25",717283
2021-07-28,660,"25",717943
2021-07-29,905,"25",718848
2021-07-30,931,"25",719779
2021-07-31,0,"25",719779
2021-08-01,0,"25",719779
2021-08-02,2105,"25",721884
2021-08-03,1101,"25",722985
2021-08-04,1032,"25",724017
2021-08-05,1171,"25",725188
2021-08-06,1206,"25",726394
2021-08-07,0,"25",726394
2021-08-08,0,"25",726394
2021-08-09,2652,"25",729046
2021-08-10,1334,"25",730380
2021-08-11,1440,"25",731820
2021-08-12,1367,"25",733187
2021-08-13,1298,"25",734485
2021-08-14,0,"25",734485
2021-08-15,0,"25",734485
2021-08-16,3093,"25",737578
2021-08-17,1468,"25",739046
2021-08-18,1579,"25",740625
2021-08-19,1576,"25",742201
2021-08-20,1533,"25",743734
2021-08-21,0,"25",743734
2021-08-22,0,"25",743734
2021-08-23,3418,"25",747152
2021-08-24,1600,"25",748752
2021-08-25,1495,"25",750247
2021-08-26,1891,"25",752138
2021-08-27,1656,"25",753794
2021-08-28,0,"25",753794
2021-08-29,0,"25",753794
2021-08-30,4299,"25",758093
2021-08-31,1775,"25",759868
2021-09-01,2037,"25",761905
2021-09-02,1767,"25",763672
2021-09-03,1911,"25",765583
2021-09-04,0,"25",765583
2021-09-05,0,"25",765583
2021-09-06,0,"25",765583
2021-09-07,5683,"25",771266
2021-09-08,1475,"25",772741
2021-09-09,2407,"25",775148
2021-09-10,1873,"25",777021
2021-09-11,0,"25",777021
2021-09-12,0,"25",777021
2021-09-13,5085,"25",782106
2021-09-14,1643,"25",783749
2021-09-15,2877,"25",786626
2021-09-16,2148,"25",788774
2021-09-17,2178,"25",790952
2021-09-18,0,"25",790952
2021-09-19,0,"25",790952
2021-09-20,4590,"25",795542
2021-09-21,1382,"25",796924
2021-09-22,1980,"25",798904
2021-09-23,2004,"25",800908
2021-09-24,1920,"25",802828
2021-09-25,0,"25",802828
2021-09-26,0,"25",802828
2021-09-27,4353,"25",807181
2021-09-28,1491,"25",808672
2021-09-29,1646,"25",810318
2021-09-30,1632,"25",811950
2021-10-01,1648,"25",813598
2021-10-02,0,"25",813598
2021-10-03,0,"25",813598
2021-10-04,3351,"25",816949
2021-10-05,1340,"25",818289
2021-10-06,1649,"25",819938
2021-10-07,1722,"25",821660
2021-10-08,1824,"25",823484
2021-10-09,0,"25",823484
2021-10-10,0,"25",823484
2021-10-11,0,"25",823484
2021-10-12,4445,"25",827929
2021-10-13,1943,"25",829872
2021-10-14,1789,"25",831661
2021-10-15,1649,"25",833310
2021-10-16,0,"25",833310
2021-10-17,0,"25",833310
2021-10-18,2991,"25",836301
2021-10-19,2045,"25",838346
2021-10-20,1470,"25",839816
2021-10-21,1381,"25",841197
2021-10-22,1454,"25",842651
2021-10-23,0,"25",842651
2021-10-24,0,"25",842651
2021-10-25,3392,"25",846043
2021-10-26,1468,"25",847511
2021-10-27,1435,"25",848946
2021-10-28,152,"25",849098
2021-10-29,2823,"25",851921
2021-10-30,0,"25",851921
2021-10-31,0,"25",851921
2021-11-01,3308,"25",855229
2021-11-02,1264,"25",856493
2021-11-03,1465,"25",857958
2021-11-04,1754,"25",859712
2021-11-05,1767,"25",861479
2021-11-06,0,"25",861479
2021-11-07,0,"25",861479
2021-11-08,4326,"25",865805
2021-11-09,1539,"25",867344
2021-11-10,1948,"25",869292
2021-11-11,0,"25",869292
2021-11-12,3988,"25",873280
2021-11-13,0,"25",873280
2021-11-14,0,"25",873280
2021-11-15,5846,"25",879126
2021-11-16,2183,"25",881309
2021-11-17,2989,"25",884298
2021-11-18,3590,"25",887888
2021-11-19,2844,"25",890732
2021-11-20,0,"25",890732
2021-11-21,0,"25",890732
2021-11-22,7141,"25",897873
2021-11-23,3111,"25",900984
2021-11-24,3422,"25",904406
2021-11-25,0,"25",904406
2021-11-26,5298,"25",909704
2021-11-27,0,"25",909704
2021-11-28,0,"25",909704
2021-11-29,5790,"25",915494
2021-11-30,3602,"25",919096
2021-12-01,5303,"25",924399
2021-12-02,5679,"25",930078
2021-12-03,5765,"25",935843
2021-12-04,0,"25",935843
2021-12-05,0,"25",935843
2021-12-06,11619,"25",947462
2021-12-07,4506,"25",951968
2021-12-08,5920,"25",957888
2021-12-09,6034,"25",963922
2021-12-10,5666,"25",969588
2021-12-11,0,"25",969588
2021-12-12,0,"25",969588
2021-12-13,11672,"25",981260
2021-12-14,4685,"25",985945
2021-12-15,5763,"25",991708
2021-12-16,6691,"25",998399
2021-12-17,7070,"25",1005469
2021-12-18,0,"25",1005469
2021-12-19,0,"25",1005469
2021-12-20,14212,"25",1019681
2021-12-21,6447,"25",1026128
2021-12-22,8602,"25",1034730
2021-12-23,9791,"25",1044521
2021-12-24,10997,"25",1055518
2021-12-25,0,"25",1055518
2021-12-26,0,"25",1055518
2021-12-27,13791,"25",1069309
2021-12-28,10350,"25",1079659
2021-12-29,16165,"25",1095824
2021-12-30,22086,"25",1117910
2021-12-31,22703,"25",1140613
2022-01-01,0,"25",1140613
2022-01-02,0,"25",1140613
2022-01-03,33090,"25",1173703
2022-01-04,18845,"25",1192548
2022-01-05,30805,"25",1223353
2022-01-06,27411,"25",1250764
2022-01-07,29163,"25",1279927
2022-01-08,0,"25",1279927
2022-01-09,0,"25",1279927
2022-01-10,64715,"25",1344642
2022-01-11,20965,"25",1365607
2022-01-12,24296,"25",1389903
2022-01-13,21709,"25",1411612
2022-01-14,14670,"25",1426282
2022-01-15,0,"25",1426282
2022-01-16,0,"25",1426282
2022-01-17,0,"25",1426282
2022-01-18,60994,"25",1487276
2022-01-19,16121,"25",1503397
2022-01-20,16385,"25",1519782
2022-01-21,16118,"25",1535900
2022-01-22,85,"25",1535985
2022-01-23,0,"25",1535985
2022-01-24,27033,"25",1563018
2022-01-25,8631,"25",1571649
2022-01-26,8955,"25",1580604
2022-01-27,9697,"25",1590301
2022-01-28,8149,"25",1598450
2022-01-29,0,"25",1598450
2022-01-30,0,"25",1598450
2022-01-31,13143,"25",1611593
2022-02-01,3048,"25",1614641
2022-02-02,5626,"25",1620267
2022-02-03,5436,"25",1625703
2022-02-04,4758,"25",1630461
2022-02-05,0,"25",1630461
2022-02-06,0,"25",1630461
2022-02-07,7066,"25",1637527
2022-02-08,2128,"25",1639655
2022-02-09,3240,"25",1642895
2022-02-10,2913,"25",1645808
2022-02-11,2847,"25",1648655
2022-02-12,0,"25",1648655
2022-02-13,0,"25",1648655
2022-02-14,4173,"25",1652828
2022-02-15,1684,"25",1654512
2022-02-16,1899,"25",1656411
2022-02-17,2663,"25",1659074
2022-02-18,2131,"25",1661205
2022-02-19,0,"25",1661205
2022-02-20,0,"25",1661205
2022-02-21,0,"25",1661205
2022-02-22,4380,"25",1665585
2022-02-23,1036,"25",1666621
2022-02-24,1620,"25",1668241
2022-02-25,1352,"25",1669593
2022-02-26,0,"25",1669593
2022-02-27,0,"25",1669593
2022-02-28,1698,"25",1671291
2022-03-01,1302,"25",1672593
2022-03-02,1017,"25",1673610
2022-03-03,974,"25",1674584
2022-03-04,1182,"25",1675766
2022-03-05,0,"25",1675766
2022-03-06,0,"25",1675766
2022-03-07,1852,"25",1677618
2022-03-08,628,"25",1678246
2022-03-09,787,"25",1679033
2022-03-10,887,"25",1679920
2022-03-11,752,"25",1680672
2022-03-12,0,"25",1680672
2022-03-13,0,"25",1680672
2022-03-14,2020,"25",1682692
2022-03-15,531,"25",1683223
2022-03-16,812,"25",1684035
2022-03-17,1019,"25",1685054
2022-03-18,882,"25",1685936
2022-03-19,0,"25",1685936
2022-03-20,0,"25",1685936
2022-03-21,1783,"25",1687719
2022-03-22,814,"25",1688533
2022-03-23,1216,"25",1689749
2022-03-24,1233,"25",1690982
2022-03-25,1194,"25",1692176
2022-03-26,0,"25",1692176
2022-03-27,0,"25",1692176
2022-03-28,2624,"25",1694800
2022-03-29,949,"25",1695749
2022-03-30,1415,"25",1697164
2022-03-31,1596,"25",1698760
2022-04-01,1600,"25",1700360
2022-04-02,0,"25",1700360
2022-04-03,0,"25",1700360
2022-04-04,3096,"25",1703456
2022-04-05,1211,"25",1704667
2022-04-06,1492,"25",1706159
2022-04-07,1976,"25",1708135
2022-04-08,1764,"25",1709899
2022-04-09,0,"25",1709899
2022-04-10,0,"25",1709899
2022-04-11,4267,"25",1714166
2022-04-12,1982,"25",1716148
2022-04-13,2238,"25",1718386
2022-04-14,3255,"25",1721641
2022-04-15,2727,"25",1724368
2022-04-16,0,"25",1724368
2022-04-17,0,"25",1724368
2022-04-18,0,"25",1724368
2022-04-19,6801,"25",1731169
2022-04-20,1986,"25",1733155
2022-04-21,2602,"25",1735757
2022-04-22,2473,"25",1738230
2022-04-23,0,"25",1738230
2022-04-24,0,"25",1738230
2022-04-25,5749,"25",1743979
2022-04-26,2616,"25",1746595
2022-04-27,3180,"25",1749775
2022-04-28,3744,"25",1753519
2022-04-29,3583,"25",1757102
2022-04-30,0,"25",1757102
2022-05-01,0,"25",1757102
2022-05-02,6751,"25",1763853
2022-05-03,2967,"25",1766820
2022-05-04,3480,"25",1770300
2022-05-05,5010,"25",1775310
2022-05-06,4518,"25",1779828
2022-05-07,0,"25",1779828
2022-05-08,0,"25",1779828
2022-05-09,9287,"25",1789115
2022-05-10,3606,"25",1792721
2022-05-11,4586,"25",1797307
2022-05-12,6523,"25",1803830
2022-05-13,5478,"25",1809308
2022-05-14,0,"25",1809308
2022-05-15,0,"25",1809308
2022-05-16,11762,"25",1821070
2022-05-17,4176,"25",1825246
2022-05-18,4781,"25",1830027
2022-05-19,5637,"25",1835664
2022-05-20,4627,"25",1840291
2022-05-21,0,"25",1840291
2022-05-22,0,"25",1840291
2022-05-23,8363,"25",1848654
2022-05-24,3136,"25",1851790
2022-05-25,3709,"25",1855499
2022-05-26,3960,"25",1859459
2022-05-27,3617,"25",1863076
2022-05-28,0,"25",1863076
2022-05-29,0,"25",1863076
2022-05-30,0,"25",1863076
2022-05-31,7759,"25",1870835
2022-06-01,2198,"25",1873033
2022-06-02,3096,"25",1876129
2022-06-03,3387,"25",1879516
2022-06-04,0,"25",1879516
2022-06-05,0,"25",1879516
2022-06-06,5517,"25",1885033
2022-06-07,2390,"25",1887423
2022-06-08,2124,"25",1889547
2022-06-09,2250,"25",1891797
2022-06-10,2371,"25",1894168
2022-06-11,0,"25",1894168
2022-06-12,0,"25",1894168
2022-06-13,4326,"25",1898494
2022-06-14,1881,"25",1900375
2022-06-15,1691,"25",1902066
2022-06-16,1865,"25",1903931
2022-06-17,1787,"25",1905718
2022-06-18,0,"25",1905718
2022-06-19,0,"25",1905718
2022-06-20,0,"25",1905718
2022-06-21,4389,"25",1910107
2022-06-22,1896,"25",1912003
2022-06-23,1834,"25",1913837
2022-06-24,1926,"25",1915763
2022-06-25,0,"25",1915763
2022-06-26,0,"25",1915763
2022-06-27,3689,"25",1919452
2022-06-28,1516,"25",1920968
2022-06-29,1678,"25",1922646
2022-06-30,2055,"25",1924701
2022-07-01,1841,"25",1926542
2022-07-02,0,"25",1926542
2022-07-03,0,"25",1926542
2022-07-04,0,"25",1926542
2022-07-05,4486,"25",1931028
2022-07-06,1317,"25",1932345
2022-07-07,2038,"25",1934383
2022-07-08,2063,"25",1936446
2022-07-09,0,"25",1936446
2022-07-10,0,"25",1936446
2022-07-11,0,"25",1936446
2022-07-12,0,"25",1936446
2022-07-13,0,"25",1936446
2022-07-14,7872,"25",1944318
2022-07-15,0,"25",1944318
2022-07-16,0,"25",1944318
2022-07-17,0,"25",1944318
2022-07-18,0,"25",1944318
2022-07-19,0,"25",1944318
2022-07-20,0,"25",1944318
2022-07-21,11525,"25",1955843
