"date","inc","location","cum"
2020-10-01,42,"25",NA
2020-10-02,43,"25",NA
2020-10-03,33,"25",NA
2020-10-04,44,"25",NA
2020-10-05,40,"25",NA
2020-10-06,40,"25",NA
2020-10-07,40,"25",NA
2020-10-08,52,"25",NA
2020-10-09,40,"25",NA
2020-10-10,33,"25",NA
2020-10-11,36,"25",NA
2020-10-12,42,"25",NA
2020-10-13,47,"25",NA
2020-10-14,39,"25",NA
2020-10-15,36,"25",NA
2020-10-16,43,"25",NA
2020-10-17,42,"25",NA
2020-10-18,40,"25",NA
2020-10-19,43,"25",NA
2020-10-20,61,"25",NA
2020-10-21,79,"25",NA
2020-10-22,61,"25",NA
2020-10-23,65,"25",NA
2020-10-24,57,"25",NA
2020-10-25,57,"25",NA
2020-10-26,54,"25",NA
2020-10-27,54,"25",NA
2020-10-28,58,"25",NA
2020-10-29,60,"25",NA
2020-10-30,52,"25",NA
2020-10-31,64,"25",NA
2020-11-01,58,"25",NA
2020-11-02,64,"25",NA
2020-11-03,64,"25",NA
2020-11-04,66,"25",NA
2020-11-05,91,"25",NA
2020-11-06,104,"25",NA
2020-11-07,79,"25",NA
2020-11-08,72,"25",NA
2020-11-09,91,"25",NA
2020-11-10,99,"25",NA
2020-11-11,85,"25",NA
2020-11-12,114,"25",NA
2020-11-13,101,"25",NA
2020-11-14,91,"25",NA
2020-11-15,113,"25",NA
2020-11-16,147,"25",NA
2020-11-17,145,"25",NA
2020-11-18,131,"25",NA
2020-11-19,112,"25",NA
2020-11-20,140,"25",NA
2020-11-21,123,"25",NA
2020-11-22,113,"25",NA
2020-11-23,125,"25",NA
2020-11-24,119,"25",NA
2020-11-25,134,"25",NA
2020-11-26,113,"25",NA
2020-11-27,141,"25",NA
2020-11-28,160,"25",NA
2020-11-29,129,"25",NA
2020-11-30,188,"25",NA
2020-12-01,215,"25",NA
2020-12-02,197,"25",NA
2020-12-03,191,"25",NA
2020-12-04,196,"25",NA
2020-12-05,188,"25",NA
2020-12-06,180,"25",NA
2020-12-07,237,"25",NA
2020-12-08,296,"25",NA
2020-12-09,268,"25",NA
2020-12-10,286,"25",NA
2020-12-11,306,"25",NA
2020-12-12,238,"25",NA
2020-12-13,216,"25",NA
2020-12-14,238,"25",NA
2020-12-15,296,"25",NA
2020-12-16,300,"25",NA
2020-12-17,254,"25",NA
2020-12-18,284,"25",NA
2020-12-19,290,"25",NA
2020-12-20,191,"25",NA
2020-12-21,262,"25",NA
2020-12-22,302,"25",NA
2020-12-23,281,"25",NA
2020-12-24,281,"25",NA
2020-12-25,262,"25",NA
2020-12-26,284,"25",NA
2020-12-27,230,"25",NA
2020-12-28,279,"25",NA
2020-12-29,323,"25",NA
2020-12-30,337,"25",NA
2020-12-31,311,"25",NA
2021-01-01,257,"25",NA
2021-01-02,273,"25",NA
2021-01-03,231,"25",NA
2021-01-04,326,"25",NA
2021-01-05,284,"25",NA
2021-01-06,303,"25",NA
2021-01-07,290,"25",NA
2021-01-08,279,"25",NA
2021-01-09,234,"25",NA
2021-01-10,198,"25",NA
2021-01-11,279,"25",NA
2021-01-12,345,"25",NA
2021-01-13,312,"25",NA
2021-01-14,295,"25",NA
2021-01-15,283,"25",NA
2021-01-16,244,"25",NA
2021-01-17,205,"25",NA
2021-01-18,247,"25",NA
2021-01-19,244,"25",NA
2021-01-20,235,"25",NA
2021-01-21,268,"25",NA
2021-01-22,227,"25",NA
2021-01-23,199,"25",NA
2021-01-24,180,"25",NA
2021-01-25,224,"25",NA
2021-01-26,241,"25",NA
2021-01-27,226,"25",NA
2021-01-28,218,"25",NA
2021-01-29,209,"25",NA
2021-01-30,163,"25",NA
2021-01-31,174,"25",NA
2021-02-01,171,"25",NA
2021-02-02,186,"25",NA
2021-02-03,198,"25",NA
2021-02-04,191,"25",NA
2021-02-05,203,"25",NA
2021-02-06,159,"25",NA
2021-02-07,128,"25",NA
2021-02-08,149,"25",NA
2021-02-09,146,"25",NA
2021-02-10,140,"25",NA
2021-02-11,136,"25",NA
2021-02-12,137,"25",NA
2021-02-13,120,"25",NA
2021-02-14,104,"25",NA
2021-02-15,102,"25",NA
2021-02-16,112,"25",NA
2021-02-17,120,"25",NA
2021-02-18,107,"25",NA
2021-02-19,103,"25",NA
2021-02-20,104,"25",NA
2021-02-21,94,"25",NA
2021-02-22,111,"25",NA
2021-02-23,127,"25",NA
2021-02-24,101,"25",NA
2021-02-25,111,"25",NA
2021-02-26,107,"25",NA
2021-02-27,103,"25",NA
2021-02-28,70,"25",NA
2021-03-01,101,"25",NA
2021-03-02,102,"25",NA
2021-03-03,114,"25",NA
2021-03-04,113,"25",NA
2021-03-05,102,"25",NA
2021-03-06,94,"25",NA
2021-03-07,85,"25",NA
2021-03-08,97,"25",NA
2021-03-09,101,"25",NA
2021-03-10,77,"25",NA
2021-03-11,94,"25",NA
2021-03-12,82,"25",NA
2021-03-13,83,"25",NA
2021-03-14,67,"25",NA
2021-03-15,83,"25",NA
2021-03-16,86,"25",NA
2021-03-17,96,"25",NA
2021-03-18,86,"25",NA
2021-03-19,110,"25",NA
2021-03-20,91,"25",NA
2021-03-21,80,"25",NA
2021-03-22,89,"25",NA
2021-03-23,104,"25",NA
2021-03-24,85,"25",NA
2021-03-25,114,"25",NA
2021-03-26,114,"25",NA
2021-03-27,96,"25",NA
2021-03-28,81,"25",NA
2021-03-29,100,"25",NA
2021-03-30,104,"25",NA
2021-03-31,114,"25",NA
2021-04-01,118,"25",NA
2021-04-02,103,"25",NA
2021-04-03,95,"25",NA
2021-04-04,98,"25",NA
2021-04-05,101,"25",NA
2021-04-06,106,"25",NA
2021-04-07,105,"25",NA
2021-04-08,102,"25",NA
2021-04-09,112,"25",NA
2021-04-10,93,"25",NA
2021-04-11,90,"25",NA
2021-04-12,93,"25",NA
2021-04-13,91,"25",NA
2021-04-14,104,"25",NA
2021-04-15,115,"25",NA
2021-04-16,116,"25",NA
2021-04-17,106,"25",NA
2021-04-18,84,"25",NA
2021-04-19,81,"25",NA
2021-04-20,104,"25",NA
2021-04-21,90,"25",NA
2021-04-22,99,"25",NA
2021-04-23,96,"25",NA
2021-04-24,70,"25",NA
2021-04-25,81,"25",NA
2021-04-26,62,"25",NA
2021-04-27,85,"25",NA
2021-04-28,76,"25",NA
2021-04-29,73,"25",NA
2021-04-30,73,"25",NA
2021-05-01,66,"25",NA
2021-05-02,52,"25",NA
2021-05-03,57,"25",NA
2021-05-04,72,"25",NA
2021-05-05,76,"25",NA
2021-05-06,65,"25",NA
2021-05-07,71,"25",NA
2021-05-08,48,"25",NA
2021-05-09,44,"25",NA
2021-05-10,61,"25",NA
2021-05-11,51,"25",NA
2021-05-12,55,"25",NA
2021-05-13,52,"25",NA
2021-05-14,46,"25",NA
2021-05-15,46,"25",NA
2021-05-16,40,"25",NA
2021-05-17,46,"25",NA
2021-05-18,42,"25",NA
2021-05-19,34,"25",NA
2021-05-20,35,"25",NA
2021-05-21,32,"25",NA
2021-05-22,39,"25",NA
2021-05-23,41,"25",NA
2021-05-24,55,"25",NA
2021-05-25,31,"25",NA
2021-05-26,27,"25",NA
2021-05-27,30,"25",NA
2021-05-28,33,"25",NA
2021-05-29,17,"25",NA
2021-05-30,26,"25",NA
2021-05-31,21,"25",NA
2021-06-01,19,"25",NA
2021-06-02,18,"25",NA
2021-06-03,25,"25",NA
2021-06-04,23,"25",NA
2021-06-05,11,"25",NA
2021-06-06,10,"25",NA
2021-06-07,27,"25",NA
2021-06-08,19,"25",NA
2021-06-09,14,"25",NA
2021-06-10,20,"25",NA
2021-06-11,8,"25",NA
2021-06-12,17,"25",NA
2021-06-13,7,"25",NA
2021-06-14,12,"25",NA
2021-06-15,14,"25",NA
2021-06-16,16,"25",NA
2021-06-17,13,"25",NA
2021-06-18,15,"25",NA
2021-06-19,12,"25",NA
2021-06-20,11,"25",NA
2021-06-21,18,"25",NA
2021-06-22,11,"25",NA
2021-06-23,13,"25",NA
2021-06-24,12,"25",NA
2021-06-25,12,"25",NA
2021-06-26,9,"25",NA
2021-06-27,15,"25",NA
2021-06-28,22,"25",NA
2021-06-29,9,"25",NA
2021-06-30,9,"25",NA
2021-07-01,8,"25",NA
2021-07-02,8,"25",NA
2021-07-03,12,"25",NA
2021-07-04,6,"25",NA
2021-07-05,15,"25",NA
2021-07-06,14,"25",NA
2021-07-07,13,"25",NA
2021-07-08,23,"25",NA
2021-07-09,17,"25",NA
2021-07-10,18,"25",NA
2021-07-11,7,"25",NA
2021-07-12,16,"25",NA
2021-07-13,16,"25",NA
2021-07-14,12,"25",NA
2021-07-15,16,"25",NA
2021-07-16,15,"25",NA
2021-07-17,12,"25",NA
2021-07-18,9,"25",NA
2021-07-19,17,"25",NA
2021-07-20,22,"25",NA
2021-07-21,22,"25",NA
2021-07-22,26,"25",NA
2021-07-23,17,"25",NA
2021-07-24,24,"25",NA
2021-07-25,32,"25",NA
2021-07-26,37,"25",NA
2021-07-27,36,"25",NA
2021-07-28,34,"25",NA
2021-07-29,46,"25",NA
2021-07-30,36,"25",NA
2021-07-31,37,"25",NA
2021-08-01,37,"25",NA
2021-08-02,48,"25",NA
2021-08-03,45,"25",NA
2021-08-04,39,"25",NA
2021-08-05,50,"25",NA
2021-08-06,49,"25",NA
2021-08-07,51,"25",NA
2021-08-08,48,"25",NA
2021-08-09,55,"25",NA
2021-08-10,69,"25",NA
2021-08-11,61,"25",NA
2021-08-12,60,"25",NA
2021-08-13,47,"25",NA
2021-08-14,60,"25",NA
2021-08-15,54,"25",NA
2021-08-16,57,"25",NA
2021-08-17,76,"25",NA
2021-08-18,79,"25",NA
2021-08-19,94,"25",NA
2021-08-20,83,"25",NA
2021-08-21,64,"25",NA
2021-08-22,69,"25",NA
2021-08-23,76,"25",NA
2021-08-24,67,"25",NA
2021-08-25,79,"25",NA
2021-08-26,81,"25",NA
2021-08-27,81,"25",NA
2021-08-28,71,"25",NA
2021-08-29,68,"25",NA
2021-08-30,87,"25",NA
2021-08-31,73,"25",NA
2021-09-01,93,"25",NA
2021-09-02,58,"25",NA
2021-09-03,66,"25",NA
2021-09-04,73,"25",NA
2021-09-05,80,"25",NA
2021-09-06,74,"25",NA
2021-09-07,88,"25",NA
2021-09-08,91,"25",NA
2021-09-09,97,"25",NA
2021-09-10,98,"25",NA
2021-09-11,81,"25",NA
2021-09-12,88,"25",NA
2021-09-13,66,"25",NA
2021-09-14,80,"25",NA
2021-09-15,97,"25",NA
2021-09-16,78,"25",NA
2021-09-17,70,"25",NA
2021-09-18,55,"25",NA
2021-09-19,61,"25",NA
2021-09-20,72,"25",NA
2021-09-21,73,"25",NA
2021-09-22,73,"25",NA
2021-09-23,64,"25",NA
2021-09-24,81,"25",NA
2021-09-25,69,"25",NA
2021-09-26,64,"25",NA
2021-09-27,79,"25",NA
2021-09-28,80,"25",NA
2021-09-29,67,"25",NA
2021-09-30,75,"25",NA
2021-10-01,59,"25",NA
2021-10-02,51,"25",NA
2021-10-03,60,"25",NA
2021-10-04,77,"25",NA
2021-10-05,73,"25",NA
2021-10-06,70,"25",NA
2021-10-07,47,"25",NA
2021-10-08,64,"25",NA
2021-10-09,57,"25",NA
2021-10-10,49,"25",NA
2021-10-11,73,"25",NA
2021-10-12,71,"25",NA
2021-10-13,61,"25",NA
2021-10-14,58,"25",NA
2021-10-15,66,"25",NA
2021-10-16,63,"25",NA
2021-10-17,53,"25",NA
2021-10-18,62,"25",NA
2021-10-19,61,"25",NA
2021-10-20,53,"25",NA
2021-10-21,69,"25",NA
2021-10-22,61,"25",NA
2021-10-23,42,"25",NA
2021-10-24,59,"25",NA
2021-10-25,48,"25",NA
2021-10-26,70,"25",NA
2021-10-27,74,"25",NA
2021-10-28,53,"25",NA
2021-10-29,58,"25",NA
2021-10-30,52,"25",NA
2021-10-31,47,"25",NA
2021-11-01,61,"25",NA
2021-11-02,66,"25",NA
2021-11-03,48,"25",NA
2021-11-04,74,"25",NA
2021-11-05,65,"25",NA
2021-11-06,55,"25",NA
2021-11-07,45,"25",NA
2021-11-08,77,"25",NA
2021-11-09,77,"25",NA
2021-11-10,65,"25",NA
2021-11-11,82,"25",NA
2021-11-12,81,"25",NA
2021-11-13,65,"25",NA
2021-11-14,77,"25",NA
2021-11-15,110,"25",NA
2021-11-16,91,"25",NA
2021-11-17,90,"25",NA
2021-11-18,96,"25",NA
2021-11-19,98,"25",NA
2021-11-20,88,"25",NA
2021-11-21,94,"25",NA
2021-11-22,111,"25",NA
2021-11-23,93,"25",NA
2021-11-24,109,"25",NA
2021-11-25,94,"25",NA
2021-11-26,122,"25",NA
2021-11-27,103,"25",NA
2021-11-28,102,"25",NA
2021-11-29,120,"25",NA
2021-11-30,140,"25",NA
2021-12-01,117,"25",NA
2021-12-02,137,"25",NA
2021-12-03,156,"25",NA
2021-12-04,138,"25",NA
2021-12-05,141,"25",NA
2021-12-06,177,"25",NA
2021-12-07,191,"25",NA
2021-12-08,174,"25",NA
2021-12-09,175,"25",NA
2021-12-10,164,"25",NA
2021-12-11,179,"25",NA
2021-12-12,153,"25",NA
2021-12-13,187,"25",NA
2021-12-14,176,"25",NA
2021-12-15,175,"25",NA
2021-12-16,184,"25",NA
2021-12-17,194,"25",NA
2021-12-18,163,"25",NA
2021-12-19,182,"25",NA
2021-12-20,216,"25",NA
2021-12-21,215,"25",NA
2021-12-22,166,"25",NA
2021-12-23,184,"25",NA
2021-12-24,196,"25",NA
2021-12-25,160,"25",NA
2021-12-26,216,"25",NA
2021-12-27,238,"25",NA
2021-12-28,297,"25",NA
2021-12-29,331,"25",NA
2021-12-30,332,"25",NA
2021-12-31,313,"25",NA
2022-01-01,319,"25",NA
2022-01-02,316,"25",NA
2022-01-03,339,"25",NA
2022-01-04,387,"25",NA
2022-01-05,404,"25",NA
2022-01-06,415,"25",NA
2022-01-07,374,"25",NA
2022-01-08,373,"25",NA
2022-01-09,400,"25",NA
2022-01-10,464,"25",NA
2022-01-11,453,"25",NA
2022-01-12,473,"25",NA
2022-01-13,495,"25",NA
2022-01-14,457,"25",NA
2022-01-15,385,"25",NA
2022-01-16,331,"25",NA
2022-01-17,363,"25",NA
2022-01-18,430,"25",NA
2022-01-19,375,"25",NA
2022-01-20,390,"25",NA
2022-01-21,353,"25",NA
2022-01-22,300,"25",NA
2022-01-23,262,"25",NA
2022-01-24,332,"25",NA
2022-01-25,345,"25",NA
2022-01-26,311,"25",NA
2022-01-27,275,"25",NA
2022-01-28,245,"25",NA
2022-01-29,138,"25",NA
2022-01-30,150,"25",NA
2022-01-31,198,"25",NA
2022-02-01,233,"25",NA
2022-02-02,194,"25",NA
2022-02-03,199,"25",NA
2022-02-04,167,"25",NA
2022-02-05,139,"25",NA
2022-02-06,112,"25",NA
2022-02-07,131,"25",NA
2022-02-08,158,"25",NA
2022-02-09,141,"25",NA
2022-02-10,134,"25",NA
2022-02-11,125,"25",NA
2022-02-12,118,"25",NA
2022-02-13,77,"25",NA
2022-02-14,115,"25",NA
2022-02-15,92,"25",NA
2022-02-16,102,"25",NA
2022-02-17,85,"25",NA
2022-02-18,76,"25",NA
2022-02-19,55,"25",NA
2022-02-20,48,"25",NA
2022-02-21,64,"25",NA
2022-02-22,68,"25",NA
2022-02-23,66,"25",NA
2022-02-24,70,"25",NA
2022-02-25,54,"25",NA
2022-02-26,44,"25",NA
2022-02-27,46,"25",NA
2022-02-28,52,"25",NA
2022-03-01,49,"25",NA
2022-03-02,52,"25",NA
2022-03-03,39,"25",NA
2022-03-04,37,"25",NA
2022-03-05,36,"25",NA
2022-03-06,25,"25",NA
2022-03-07,40,"25",NA
2022-03-08,53,"25",NA
2022-03-09,28,"25",NA
2022-03-10,27,"25",NA
2022-03-11,37,"25",NA
2022-03-12,32,"25",NA
2022-03-13,25,"25",NA
2022-03-14,27,"25",NA
2022-03-15,45,"25",NA
2022-03-16,34,"25",NA
2022-03-17,24,"25",NA
2022-03-18,28,"25",NA
2022-03-19,29,"25",NA
2022-03-20,39,"25",NA
2022-03-21,27,"25",NA
2022-03-22,38,"25",NA
2022-03-23,37,"25",NA
2022-03-24,37,"25",NA
2022-03-25,41,"25",NA
2022-03-26,33,"25",NA
2022-03-27,30,"25",NA
2022-03-28,29,"25",NA
2022-03-29,40,"25",NA
2022-03-30,37,"25",NA
2022-03-31,37,"25",NA
2022-04-01,37,"25",NA
2022-04-02,38,"25",NA
2022-04-03,35,"25",NA
2022-04-04,32,"25",NA
2022-04-05,41,"25",NA
2022-04-06,46,"25",NA
2022-04-07,48,"25",NA
2022-04-08,40,"25",NA
2022-04-09,49,"25",NA
2022-04-10,39,"25",NA
2022-04-11,69,"25",NA
2022-04-12,66,"25",NA
2022-04-13,73,"25",NA
2022-04-14,51,"25",NA
2022-04-15,52,"25",NA
2022-04-16,54,"25",NA
2022-04-17,48,"25",NA
2022-04-18,83,"25",NA
2022-04-19,78,"25",NA
2022-04-20,76,"25",NA
2022-04-21,86,"25",NA
2022-04-22,75,"25",NA
2022-04-23,68,"25",NA
2022-04-24,73,"25",NA
2022-04-25,77,"25",NA
2022-04-26,109,"25",NA
2022-04-27,98,"25",NA
2022-04-28,85,"25",NA
2022-04-29,116,"25",NA
2022-04-30,77,"25",NA
2022-05-01,94,"25",NA
2022-05-02,110,"25",NA
2022-05-03,116,"25",NA
2022-05-04,111,"25",NA
2022-05-05,128,"25",NA
2022-05-06,122,"25",NA
2022-05-07,114,"25",NA
2022-05-08,100,"25",NA
2022-05-09,140,"25",NA
2022-05-10,142,"25",NA
2022-05-11,123,"25",NA
2022-05-12,131,"25",NA
2022-05-13,134,"25",NA
2022-05-14,117,"25",NA
2022-05-15,123,"25",NA
2022-05-16,144,"25",NA
2022-05-17,152,"25",NA
2022-05-18,129,"25",NA
2022-05-19,156,"25",NA
2022-05-20,139,"25",NA
2022-05-21,129,"25",NA
2022-05-22,128,"25",NA
2022-05-23,140,"25",NA
2022-05-24,154,"25",NA
2022-05-25,135,"25",NA
2022-05-26,122,"25",NA
2022-05-27,99,"25",NA
2022-05-28,100,"25",NA
2022-05-29,97,"25",NA
2022-05-30,108,"25",NA
2022-05-31,122,"25",NA
2022-06-01,127,"25",NA
2022-06-02,117,"25",NA
2022-06-03,86,"25",NA
2022-06-04,82,"25",NA
2022-06-05,92,"25",NA
2022-06-06,91,"25",NA
2022-06-07,90,"25",NA
2022-06-08,100,"25",NA
2022-06-09,107,"25",NA
2022-06-10,97,"25",NA
2022-06-11,73,"25",NA
2022-06-12,81,"25",NA
2022-06-13,95,"25",NA
2022-06-14,95,"25",NA
2022-06-15,78,"25",NA
2022-06-16,106,"25",NA
2022-06-17,89,"25",NA
2022-06-18,66,"25",NA
2022-06-19,62,"25",NA
2022-06-20,82,"25",NA
2022-06-21,93,"25",NA
2022-06-22,100,"25",NA
2022-06-23,91,"25",NA
2022-06-24,83,"25",NA
2022-06-25,83,"25",NA
2022-06-26,93,"25",NA
2022-06-27,83,"25",NA
2022-06-28,90,"25",NA
2022-06-29,81,"25",NA
2022-06-30,90,"25",NA
2022-07-01,76,"25",NA
2022-07-02,100,"25",NA
2022-07-03,78,"25",NA
2022-07-04,85,"25",NA
2022-07-05,99,"25",NA
2022-07-06,97,"25",NA
2022-07-07,93,"25",NA
2022-07-08,96,"25",NA
2022-07-09,94,"25",NA
2022-07-10,89,"25",NA
2022-07-11,102,"25",NA
2022-07-12,115,"25",NA
2022-07-13,95,"25",NA
2022-07-14,137,"25",NA
2022-07-15,108,"25",NA
2022-07-16,113,"25",NA
2022-07-17,103,"25",NA
2022-07-18,126,"25",NA
2022-07-19,126,"25",NA
